manufacturer,name,gpuName,architecture,generation,releaseDate,baseClock,boostClock,memoryClock,memorySize,memoryType,memoryBus,memoryBandwidth,shaders,tensorCores,rtCores,fp32,fp16,fp64,tdp,cuda,processSize,transistors,dieSize,foundry,busInterface,sms,l2Cache,url
ATI,FireGL V7300,R520,Ultra-Threaded SE,FireGL(Vx300),2005-10-01,594.0,594.0,648.0,0.5,GDDR3,256,41.47,,,,,,,97,,90,0.31,288.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/firegl-v7300.c852
ATI,FireGL V7350,R520,Ultra-Threaded SE,FireGL(Vx300),2005-10-01,600.0,600.0,650.0,1.0,GDDR3,256,41.6,,,,,,,111,,90,0.31,288.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/firegl-v7350.c853
ATI,Mobility FireGL V5000,M26,R400,Mobility FireGL(V5xxx),2005-02-03,350.0,350.0,425.0,0.128,GDDR3,128,13.6,,,,,,,,,110,0.12,156.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/mobility-firegl-v5000.c1664
ATI,Mobility Radeon X300,M22,R300,M2x(Mobility X1),2005-11-01,350.0,350.0,250.0,0.128,DDR,64,4.0,,,,,,,,,110,0.11,74.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/mobility-radeon-x300.c1410
ATI,Mobility Radeon X300 IGP,RS480,R300,Radeon IGP(Mobility Xx00),2005-01-01,300.0,300.0,,,System Shared,,,,,,,,,,,110,0.11,74.0,,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/mobility-radeon-x300-igp.c2117
ATI,Mobility Radeon X700,M26,R400,M2x(Mobility X1),2005-03-01,350.0,350.0,300.0,0.128,DDR,128,9.6,,,,,,,,,110,0.12,156.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/mobility-radeon-x700.c1405
ATI,Mobility Radeon X700 XL,M26,R400,M2x(Mobility X1),2005-03-01,350.0,350.0,330.0,0.128,DDR,128,10.56,,,,,,,,,110,0.12,156.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/mobility-radeon-x700-xl.c1779
ATI,Mobility Radeon X800 XT,M28,R400,M2x(Mobility X1),2005-06-01,480.0,480.0,550.0,0.25,GDDR3,256,35.2,,,,,,,,,130,0.16,289.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/mobility-radeon-x800-xt.c1408
ATI,Radeon 9550 XT,RV350,R300,Radeon R300(9500),2005-05-04,425.0,425.0,325.0,0.128,DDR,128,10.4,,,,,,,,,130,0.06,76.0,TSMC,AGP 8x,,,https://www.techpowerup.com/gpu-specs/radeon-9550-xt.c2448
ATI,Radeon X1300,RV515,Ultra-Threaded SE,Radeon R500 PCIe(X1300),2005-12-01,450.0,450.0,250.0,0.25,DDR,128,8.0,,,,,,,,,90,0.11,100.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/radeon-x1300.c947
ATI,Radeon X1300 AGP,RV515,Ultra-Threaded SE,Radeon R500 AGP(X1300),2005-12-01,450.0,450.0,250.0,0.25,DDR,128,8.0,,,,,,,,,90,0.11,100.0,TSMC,AGP 8x,,,https://www.techpowerup.com/gpu-specs/radeon-x1300-agp.c155
ATI,Radeon X1300 LE,RV515,Ultra-Threaded SE,Radeon R500 PCIe(X1300),2005-10-05,450.0,450.0,250.0,0.064,DDR,64,4.0,,,,,,,,,90,0.11,100.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/radeon-x1300-le.c1936
ATI,Radeon X1300 PCI,RV515,Ultra-Threaded SE,Radeon R500 PCIe(X1300),2005-10-05,450.0,450.0,250.0,0.128,DDR,128,8.0,,,,,,,,,90,0.11,100.0,TSMC,PCI,,,https://www.techpowerup.com/gpu-specs/radeon-x1300-pci.c538
ATI,Radeon X1300 PRO,RV516,Ultra-Threaded SE,Radeon R500 PCIe(X1300),2006-11-01,600.0,600.0,400.0,0.25,DDR2,128,12.8,,,,,,,31,,90,0.1,100.0,UMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/radeon-x1300-pro.c543
ATI,Radeon X1300 PRO AGP,RV515,Ultra-Threaded SE,Radeon R500 AGP(X1300),2005-10-01,600.0,600.0,400.0,0.25,DDR,128,12.8,,,,,,,31,,90,0.11,100.0,TSMC,AGP 8x,,,https://www.techpowerup.com/gpu-specs/radeon-x1300-pro-agp.c156
ATI,Radeon X1600 PRO,RV530,Ultra-Threaded SE,Radeon R500 PCIe(X1600),2005-10-01,500.0,500.0,390.0,0.25,GDDR3,128,12.48,,,,,,,41,,90,0.16,150.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/radeon-x1600-pro.c139
ATI,Radeon X1600 XT,RV530,Ultra-Threaded SE,Radeon R500 PCIe(X1600),2005-10-01,590.0,590.0,690.0,0.25,GDDR3,128,22.08,,,,,,,42,,90,0.16,150.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/radeon-x1600-xt.c140
ATI,Radeon X1800 CrossFire Edition,R520,Ultra-Threaded SE,Radeon R500 PCIe(X1800),2005-12-20,600.0,600.0,700.0,0.5,GDDR3,256,44.8,,,,,,,113,,90,0.31,288.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/radeon-x1800-crossfire-edition.c888
ATI,Radeon X1800 XL,R520,Ultra-Threaded SE,Radeon R500 PCIe(X1800),2005-10-01,500.0,500.0,500.0,0.25,GDDR3,256,32.0,,,,,,,70,,90,0.31,288.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/radeon-x1800-xl.c141
ATI,Radeon X1800 XT,R520,Ultra-Threaded SE,Radeon R500 PCIe(X1800),2005-10-01,600.0,600.0,700.0,0.5,GDDR3,256,44.8,,,,,,,113,,90,0.31,288.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/radeon-x1800-xt.c159
ATI,Radeon X550,RV370,R300,Radeon R300(X550),2005-07-01,400.0,400.0,250.0,0.128,DDR,128,8.0,,,,,,,,,110,0.11,74.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/radeon-x550.c120
ATI,Radeon X550 HyperMemory,RV370,R300,Radeon R300(X550),2005-07-01,400.0,400.0,250.0,0.25,DDR2,128,8.0,,,,,,,,,110,0.11,74.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/radeon-x550-hypermemory.c516
ATI,Radeon X700 SE,RV410,R400,Radeon R400 PCIe(X700),2005-04-01,400.0,400.0,250.0,0.128,DDR,64,4.0,,,,,,,,,110,0.12,156.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/radeon-x700-se.c529
ATI,Radeon X740 XL,RV410,R400,Radeon R400 PCIe(X700),2005-03-07,425.0,425.0,450.0,0.128,GDDR3,128,14.4,,,,,,,,,110,0.12,156.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/radeon-x740-xl.c532
ATI,Radeon X800 CrossFire Edition,R430,R400,Radeon R400 PCIe(X800),2005-10-28,500.0,500.0,500.0,0.25,GDDR3,256,32.0,,,,,,,,,110,0.16,240.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/radeon-x800-crossfire-edition.c993
ATI,Radeon X800 GT,R480,R400,Radeon R400 PCIe(X800),2005-11-01,475.0,475.0,350.0,0.128,DDR,256,22.4,,,,,,,40,,130,0.16,297.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/radeon-x800-gt.c3256
ATI,Radeon X800 GT AGP,R420,R400,Radeon R400 AGP(X800),2007-11-08,473.0,473.0,493.0,0.25,GDDR3,256,31.55,,,,,,,40,,130,0.16,281.0,TSMC,AGP 8x,,,https://www.techpowerup.com/gpu-specs/radeon-x800-gt-agp.c2103
ATI,Radeon X800 GTO,R423,R400,Radeon R400 PCIe(X800),2007-12-29,400.0,400.0,350.0,0.128,DDR,256,22.4,,,,,,,49,,130,0.16,289.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/radeon-x800-gto.c2092
ATI,Radeon X800 GTO AGP,R420,R400,Radeon R400 AGP(X800),2007-11-08,400.0,400.0,490.0,0.25,GDDR3,256,31.36,,,,,,,49,,130,0.16,281.0,TSMC,AGP 8x,,,https://www.techpowerup.com/gpu-specs/radeon-x800-gto-agp.c2093
ATI,Radeon X800 GTO2,R480,R400,Radeon R400 PCIe(X800),2005-09-15,400.0,400.0,490.0,0.25,GDDR3,256,31.36,,,,,,,,,130,0.16,297.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/radeon-x800-gto2.c963
ATI,Radeon X850 PRO AGP,R481,R400,Radeon R400 AGP(X850),2005-09-04,500.0,500.0,500.0,0.25,GDDR3,256,32.0,,,,,,,,,130,0.16,297.0,TSMC,AGP 8x,,,https://www.techpowerup.com/gpu-specs/radeon-x850-pro-agp.c2418
ATI,Radeon X850 XT AGP,R481,R400,Radeon R400 AGP(X850),2005-02-28,520.0,520.0,540.0,0.25,GDDR3,256,34.56,,,,,,,69,,130,0.16,297.0,TSMC,AGP 8x,,,https://www.techpowerup.com/gpu-specs/radeon-x850-xt-agp.c117
ATI,Radeon X850 XT Platinum AGP,R481,R400,Radeon R400 AGP(X850),2005-02-28,540.0,540.0,590.0,0.25,GDDR3,256,37.76,,,,,,,67,,130,0.16,297.0,TSMC,AGP 8x,,,https://www.techpowerup.com/gpu-specs/radeon-x850-xt-platinum-agp.c116
ATI,Radeon Xpress 200M IGP,RS485,R300,Radeon IGP(Xpress 200M),2005-01-01,300.0,300.0,,,System Shared,,,,,,,,,,,110,,73.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/radeon-xpress-200m-igp.c4039
ATI,Radeon Xpress 1100 Mobile IGP,RS485,R300,Radeon IGP(Xpress 1100 Mobile),2006-05-23,400.0,400.0,,,System Shared,,,,,,,,,,,110,,73.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/radeon-xpress-1100-mobile-igp.c4032
ATI,Xbox 360 GPU 90nm,Xenos Xenon,TeraScale,Console GPU(Microsoft),2005-11-22,500.0,500.0,700.0,0.5,GDDR3,128,22.4,240,,,0.24,,,203,,90,0.23,181.0,TSMC,,,,https://www.techpowerup.com/gpu-specs/xbox-360-gpu-90nm.c1919
XGI,Volari 8300,XG47,XG4,XG40(Volari 8000),2005-11-01,300.0,300.0,300.0,0.128,DDR,64,4.8,,,,,,,,,130,0.09,,UMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/volari-8300.c3379
Sony,Playstation 2 GPU 90nm,EE+GS-90nm,,Console GPU(Sony),2005-05-26,147.0,147.0,150.0,0.004,eDRAM,2560,48.0,,,,,,,45,,90,0.05,86.0,Sony,,,,https://www.techpowerup.com/gpu-specs/playstation-2-gpu-90nm.c3704
NVIDIA,GeForce 7000M + nForce 610M,C67,Curie,GeForce 7M IGP(7000M),2006-02-01,350.0,350.0,,,System Shared,,,,,,,,,,,90,0.11,81.0,,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/geforce-7000m-nforce-610m.c1586
NVIDIA,GeForce 7025 + nForce 630a,C68,Curie,GeForce 7 IGP,2006-02-01,425.0,425.0,,,System Shared,,,,,,,,,,,90,0.11,81.0,,PCI,,,https://www.techpowerup.com/gpu-specs/geforce-7025-nforce-630a.c1958
NVIDIA,GeForce 7050 + nForce 630a,C61,Curie,GeForce 7 IGP,2006-02-01,425.0,425.0,,,System Shared,,,,,,,,,,,90,,,,PCI,,,https://www.techpowerup.com/gpu-specs/geforce-7050-nforce-630a.c2153
NVIDIA,GeForce 7050 PV + nForce 630a,C68,Curie,GeForce 7 IGP,2006-02-01,425.0,425.0,,,System Shared,,,,,,,,,,,90,0.11,81.0,,PCI,,,https://www.techpowerup.com/gpu-specs/geforce-7050-pv-nforce-630a.c2152
NVIDIA,GeForce 7050 SE + nForce 630a,C68,Curie,GeForce 7 IGP,2006-02-01,425.0,425.0,,,System Shared,,,,,,,,,,,90,0.11,81.0,,PCI,,,https://www.techpowerup.com/gpu-specs/geforce-7050-se-nforce-630a.c2151
NVIDIA,GeForce 7100 GS,NV44B,Curie,GeForce 7 PCIe(7100),2006-08-08,350.0,350.0,266.0,0.128,DDR2,64,4.256,,,,,,,,,110,0.07,110.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/geforce-7100-gs.c721
NVIDIA,GeForce 7200 GS,G72,Curie,GeForce 7 PCIe(7200),2006-01-18,450.0,450.0,334.0,0.128,DDR2,64,5.344,,,,,,,,,90,0.11,81.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/geforce-7200-gs.c723
NVIDIA,GeForce 7300 GS,G72,Curie,GeForce 7 PCIe(7300),2006-01-18,450.0,450.0,266.0,0.25,DDR2,64,4.256,,,,,,,23,,90,0.11,81.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/geforce-7300-gs.c725
NVIDIA,GeForce 7300 GS Low Profile,G72,Curie,GeForce 7 PCIe(7300),2006-01-18,450.0,450.0,266.0,0.25,DDR2,64,4.256,,,,,,,23,,90,0.11,81.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/geforce-7300-gs-low-profile.c1300
NVIDIA,GeForce 7300 GT,G73,Curie,GeForce 7 PCIe(7300),2006-05-15,350.0,350.0,325.0,0.128,DDR2,128,10.4,,,,,,,24,,90,0.18,125.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/geforce-7300-gt.c4026
NVIDIA,GeForce 7300 GT AGP,G73B,Curie,GeForce 7 AGP(7300),2006-05-15,350.0,350.0,325.0,0.128,DDR2,128,10.4,,,,,,,24,,80,0.18,100.0,TSMC,AGP 8x,,,https://www.techpowerup.com/gpu-specs/geforce-7300-gt-agp.c3672
NVIDIA,GeForce 7300 GT Mac Edition,G73,Curie,GeForce 7 PCIe(7300),2006-08-26,350.0,350.0,500.0,0.128,GDDR3,128,16.0,,,,,,,24,,90,0.18,125.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/geforce-7300-gt-mac-edition.c2240
NVIDIA,GeForce 7300 LE,G72,Curie,GeForce 7 PCIe(7300),2006-03-22,450.0,450.0,324.0,0.128,DDR2,64,5.184,,,,,,,,,90,0.11,81.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/geforce-7300-le.c727
NVIDIA,GeForce 7300 SE,G72,Curie,GeForce 7 PCIe(7300),2006-03-22,450.0,450.0,266.0,0.25,DDR2,64,4.256,,,,,,,,,90,0.11,81.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/geforce-7300-se.c726
NVIDIA,GeForce 7350 LE,G72,Curie,GeForce 7 PCIe(7300),2006-03-22,450.0,450.0,400.0,0.128,DDR2,64,6.4,,,,,,,,,90,0.11,81.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/geforce-7350-le.c1766
NVIDIA,GeForce 7500 LE,G72,Curie,GeForce 7 PCIe(7500),2006-03-22,475.0,475.0,405.0,0.064,DDR2,64,6.48,,,,,,,,,90,0.11,81.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/geforce-7500-le.c1772
NVIDIA,GeForce 7600 GS,G73B,Curie,GeForce 7 PCIe(7600),2006-03-22,400.0,400.0,400.0,0.25,DDR2,128,12.8,,,,,,,27,,80,0.18,100.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/geforce-7600-gs.c162
NVIDIA,GeForce 7600 GS AGP,G71,Curie,GeForce 7 AGP(7600),2006-07-01,500.0,500.0,725.0,0.25,GDDR3,128,23.2,,,,,,,27,,90,0.28,196.0,TSMC,AGP 8x,,,https://www.techpowerup.com/gpu-specs/geforce-7600-gs-agp.c1770
NVIDIA,GeForce 7600 GT,G73B,Curie,GeForce 7 PCIe(7600),2006-03-09,560.0,560.0,700.0,0.25,GDDR3,128,22.4,,,,,,,40,,80,0.18,100.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/geforce-7600-gt.c152
NVIDIA,GeForce 7600 GT Mac Edition,G73B,Curie,GeForce 7 PCIe(7600),2006-09-02,560.0,560.0,700.0,0.25,GDDR3,128,22.4,,,,,,,40,,80,0.18,100.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/geforce-7600-gt-mac-edition.c4027
NVIDIA,GeForce 7600 LE,G73B,Curie,GeForce 7 PCIe(7600),2006-03-22,400.0,400.0,400.0,0.25,DDR2,128,12.8,,,,,,,,,80,0.18,100.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/geforce-7600-le.c1768
NVIDIA,GeForce 7650 GS,G73B,Curie,GeForce 7 PCIe(7600),2006-03-22,450.0,450.0,400.0,0.25,DDR2,128,12.8,,,,,,,,,80,0.18,100.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/geforce-7650-gs.c1769
NVIDIA,GeForce 7800 GS 20Pipes AGP,G70,Curie,GeForce 7 AGP(7800),2006-02-02,425.0,425.0,625.0,0.5,GDDR3,256,40.0,,,,,,,75,,110,0.3,333.0,TSMC,AGP 8x,,,https://www.techpowerup.com/gpu-specs/geforce-7800-gs-20pipes-agp.c3733
NVIDIA,GeForce 7800 GS 24Pipes AGP,G70,Curie,GeForce 7 AGP(7800),2006-02-02,425.0,425.0,625.0,0.5,GDDR3,256,40.0,,,,,,,75,,110,0.3,333.0,TSMC,AGP 8x,,,https://www.techpowerup.com/gpu-specs/geforce-7800-gs-24pipes-agp.c3734
NVIDIA,GeForce 7800 GS AGP,G70,Curie,GeForce 7 AGP(7800),2006-02-02,375.0,375.0,600.0,0.25,GDDR3,256,38.4,,,,,,,75,,110,0.3,333.0,TSMC,AGP 8x,,,https://www.techpowerup.com/gpu-specs/geforce-7800-gs-agp.c3732
NVIDIA,GeForce 7900 GS,G71,Curie,GeForce 7 PCIe(7900),2006-05-01,450.0,450.0,660.0,0.25,GDDR3,256,42.24,,,,,,,49,,90,0.28,196.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/geforce-7900-gs.c184
NVIDIA,GeForce 7900 GS AGP,G71,Curie,GeForce 7 AGP(7900),2006-04-02,450.0,450.0,660.0,0.25,GDDR3,256,42.24,,,,,,,65,,90,0.28,196.0,TSMC,AGP 8x,,,https://www.techpowerup.com/gpu-specs/geforce-7900-gs-agp.c753
NVIDIA,GeForce 7900 GT,G71,Curie,GeForce 7 PCIe(7900),2006-03-09,450.0,450.0,660.0,0.25,GDDR3,256,42.24,,,,,,,48,,90,0.28,196.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/geforce-7900-gt.c153
NVIDIA,GeForce 7900 GTO,G71,Curie,GeForce 7 PCIe(7900),2006-10-01,650.0,650.0,660.0,0.5,GDDR3,256,42.24,,,,,,,81,,90,0.28,196.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/geforce-7900-gto.c185
NVIDIA,GeForce 7900 GTX,G71,Curie,GeForce 7 PCIe(7900),2006-03-09,650.0,650.0,800.0,0.5,GDDR3,256,51.2,,,,,,,84,,90,0.28,196.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/geforce-7900-gtx.c154
NVIDIA,GeForce 7900 GX2,G71,Curie,GeForce 7 PCIe(7900),2006-04-30,500.0,500.0,600.0,0.5,GDDR3,256,38.4,,,,,,,110,,90,0.28,196.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/geforce-7900-gx2.c172
NVIDIA,GeForce 7950 GT,G71,Curie,GeForce 7 PCIe(7900),2006-08-06,550.0,550.0,700.0,0.5,GDDR3,256,44.8,,,,,,,65,,90,0.28,196.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/geforce-7950-gt.c183
NVIDIA,GeForce 7950 GX2,G71,Curie,GeForce 7 PCIe(7900),2006-06-05,500.0,500.0,600.0,0.5,GDDR3,256,38.4,,,,,,,110,,90,0.28,196.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/geforce-7950-gx2.c169
NVIDIA,GeForce 8800 GTS 640,G80,Tesla,GeForce 8(8800),2006-11-08,513.0,513.0,792.0,0.64,GDDR3,320,63.36,96,,,0.23,,,143,1.0,90,0.68,484.0,TSMC,PCIe 1.0 x16,12,0.08,https://www.techpowerup.com/gpu-specs/geforce-8800-gts-640.c757
NVIDIA,GeForce 8800 GTX,G80,Tesla,GeForce 8(8800),2006-11-08,576.0,576.0,900.0,0.75,GDDR3,384,86.4,128,,,0.35,,,155,1.0,90,0.68,484.0,TSMC,PCIe 1.0 x16,16,0.096,https://www.techpowerup.com/gpu-specs/geforce-8800-gtx.c187
NVIDIA,GeForce Go 6100 + nForce Go 430,C51,Curie,GeForce Go 6 IGP(Go 6000),2006-02-01,425.0,425.0,,,System Shared,,,,,,,,,,,90,,,,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/geforce-go-6100-nforce-go-430.c1571
NVIDIA,GeForce Go 6150 + nForce Go 430,C51,Curie,GeForce Go 6 IGP(Go 6000),2006-02-01,425.0,425.0,,,System Shared,,,,,,,,,,,90,,,,PCIe 2.0 x1,,,https://www.techpowerup.com/gpu-specs/geforce-go-6150-nforce-go-430.c1570
NVIDIA,GeForce Go 6200,NV44B,Curie,GeForce Go 6(Go 6000),2006-02-01,300.0,300.0,300.0,0.032,DDR,64,4.8,,,,,,,16,,110,0.07,110.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/geforce-go-6200.c1568
NVIDIA,GeForce Go 6250,NV44B,Curie,GeForce Go 6(Go 6000),2006-02-01,400.0,400.0,350.0,0.032,DDR,64,5.6,,,,,,,10,,110,0.07,110.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/geforce-go-6250.c1569
NVIDIA,GeForce Go 6400,NV44,Curie,GeForce Go 6(Go 6000),2006-02-01,400.0,400.0,350.0,0.032,DDR,64,5.6,,,,,,,,,110,0.07,110.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/geforce-go-6400.c1567
NVIDIA,GeForce Go 7200,G72,Curie,GeForce Go 7(Go 7000),2006-09-01,450.0,450.0,350.0,0.064,GDDR3,32,2.8,,,,,,,,,90,0.11,81.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/geforce-go-7200.c1584
NVIDIA,GeForce Go 7300,G72B,Curie,GeForce Go 7(Go 7000),2006-02-01,350.0,350.0,350.0,0.064,GDDR3,64,5.6,,,,,,,,,90,0.11,81.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/geforce-go-7300.c1579
NVIDIA,GeForce Go 7300T,G72,Curie,GeForce Go 7(Go 7000),2006-02-01,350.0,350.0,350.0,0.064,GDDR3,64,5.6,,,,,,,,,90,0.11,81.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/geforce-go-7300t.c1580
NVIDIA,GeForce Go 7400,G72B,Curie,GeForce Go 7(Go 7000),2006-02-01,450.0,450.0,450.0,0.128,GDDR3,32,3.6,,,,,,,,,90,0.11,81.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/geforce-go-7400.c1583
NVIDIA,GeForce Go 7400T,G72,Curie,GeForce Go 7(Go 7000),2006-02-01,450.0,450.0,450.0,0.128,GDDR3,64,7.2,,,,,,,,,90,0.11,81.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/geforce-go-7400t.c1582
NVIDIA,GeForce Go 7450,G72,Curie,GeForce Go 7(Go 7000),2006-02-01,300.0,300.0,200.0,0.064,DDR2,256,12.8,,,,,,,,,90,0.11,81.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/geforce-go-7450.c1851
NVIDIA,GeForce Go 7600,G73,Curie,GeForce Go 7(Go 7000),2006-03-01,450.0,450.0,350.0,0.25,GDDR3,128,11.2,,,,,,,,,90,0.18,125.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/geforce-go-7600.c1577
NVIDIA,GeForce Go 7600 GT,G73B,Curie,GeForce Go 7(Go 7000),2006-08-01,500.0,500.0,600.0,0.25,GDDR3,128,19.2,,,,,,,,,80,0.18,100.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/geforce-go-7600-gt.c1578
NVIDIA,GeForce Go 7700,G73B,Curie,GeForce Go 7(Go 7000),2006-08-01,450.0,450.0,500.0,0.5,GDDR3,128,16.0,,,,,,,,,80,0.18,100.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/geforce-go-7700.c1576
NVIDIA,GeForce Go 7800,G70,Curie,GeForce Go 7(Go 7000),2006-03-03,400.0,400.0,550.0,0.25,GDDR3,256,35.2,,,,,,,35,,110,0.3,333.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/geforce-go-7800.c1575
NVIDIA,GeForce Go 7900 GS,G71,Curie,GeForce Go 7(Go 7000),2006-04-18,375.0,375.0,500.0,0.25,GDDR3,256,32.0,,,,,,,20,,90,0.28,196.0,TSMC,MXM-II,,,https://www.techpowerup.com/gpu-specs/geforce-go-7900-gs.c1573
NVIDIA,GeForce Go 7900 GTX,G71,Curie,GeForce Go 7(Go 7000),2006-04-18,500.0,500.0,600.0,0.5,GDDR3,256,38.4,,,,,,,45,,90,0.28,196.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/geforce-go-7900-gtx.c1572
NVIDIA,GeForce Go 7900 SE,G73,Curie,GeForce Go 7(Go 7000),2006-04-18,350.0,350.0,333.0,0.25,GDDR3,256,21.31,,,,,,,20,,90,0.18,125.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/geforce-go-7900-se.c1849
NVIDIA,GeForce Go 7950 GTX,G71,Curie,GeForce Go 7(Go 7000),2006-10-12,575.0,575.0,700.0,0.5,GDDR3,256,44.8,,,,,,,45,,90,0.28,196.0,TSMC,MXM-III,,,https://www.techpowerup.com/gpu-specs/geforce-go-7950-gtx.c943
NVIDIA,GeForce Go 7950 GTX MXM-IV,G71,Curie,GeForce Go 7(Go 7000),2006-10-12,575.0,575.0,700.0,0.5,GDDR3,256,44.8,,,,,,,45,,90,0.28,196.0,TSMC,MXM-IV,,,https://www.techpowerup.com/gpu-specs/geforce-go-7950-gtx-mxm-iv.c4356
NVIDIA,Playstation 3 GPU 90nm,RSX-90nm,Curie,Console GPU(Sony),2006-11-11,550.0,550.0,650.0,0.25,GDDR3,128,20.8,,,,,,,80,,90,0.3,258.0,Sony,,,,https://www.techpowerup.com/gpu-specs/playstation-3-gpu-90nm.c3405
NVIDIA,Quadro FX 1500,G71,Curie,Quadro FX Curie(x500),2006-04-20,325.0,325.0,625.0,0.25,GDDR3,256,40.0,,,,,,,65,,90,0.28,196.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/quadro-fx-1500.c1346
NVIDIA,Quadro FX 1500M,G71,Curie,Quadro FX Mobile(x500M),2006-04-18,375.0,375.0,500.0,0.5,GDDR3,256,32.0,,,,,,,45,,90,0.28,196.0,TSMC,MXM-II,,,https://www.techpowerup.com/gpu-specs/quadro-fx-1500m.c1442
